OrgType,OrgCode,OrgName,VariableType,VariableA,VariableB,CountTherapyEndTreatment_LI_GuidedSelfHelpBook,CountTherapyEndTreatment_LI_NonGuidedSelfHelpBook,CountTherapyEndTreatment_LI_GuidedSelfHelpComputer,CountTherapyEndTreatment_LI_NonGuidedSelfHelpComputer,CountTherapyEndTreatment_LI_StructuredPhysicalActivity,CountTherapyEndTreatment_LI_PsychoEducationalPeerSupport,CountTherapyEndTreatment_LI_Signposting,CountTherapyEndTreatment_LI_Other,CountTherapyEndTreatment_HI_AppliedRelaxation,CountTherapyEndTreatment_HI_CouplesTherapyForDepression,CountTherapyEndTreatment_HI_CollaborativeCare,CountTherapyEndTreatment_HI_CounsellingForDepression,CountTherapyEndTreatment_HI_ShortTermPsychoDynamicPsychotherapy,CountTherapyEndTreatment_HI_EyeMovementDesensitisationReprocessing,CountTherapyEndTreatment_HI_Mindfulness,CountTherapyEndTreatment_HI_CognitiveBehaviourTherapy,CountTherapyEndTreatment_HI_InterpersonalPsychoTherapy,CountTherapyEndTreatment_HI_InternetEnabledTherapy,CountTherapyEndTreatment_HI_Other,CountTherapyEndTreatment_EmploymentSupport,CountTherapyEndTreatment_LastNotStated
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,High intensity,Other high intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Guided self help book,325,35,10,*,*,5,*,*,*,*,*,25,*,10,*,155,5,*,*,*,190
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,1765,250,120,30,*,70,*,*,*,*,*,180,*,40,*,990,20,*,*,*,625
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Other low intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,105,*,*,*,*,*,*,*,*,*,*,30
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,*,*,*,*,15,*,*,*,*,*,*,*,*,5
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,55,*,*,*,*,*
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Other high intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,420,*,15,*,*,*,*,*,*,*,*,*,*,*,*,110,5,5,*,*,1110
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,Low intensity,Guided self help book,95,*,15,*,*,*,*,*,*,*,*,5,*,*,*,90,*,*,5,*,*
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,Low intensity,Other low intensity,*,*,*,*,*,*,*,5,*,*,*,*,*,*,*,5,*,*,*,*,*
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,*,*,*,*,15,*,*,*,*,*,*,*,*,*
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,225,*,*,5,*,*
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,25,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,High intensity,Other high intensity,860,*,170,*,*,*,*,30,*,*,*,60,5,*,*,890,5,*,90,*,5
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF87,ISLINGTON IAPT,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,40
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,Low intensity,Guided self help book,130,*,5,*,*,*,*,*,*,*,*,*,*,*,*,60,*,*,*,*,*
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,Low intensity,Other low intensity,*,*,*,*,*,*,*,5,*,*,*,*,*,*,*,5,*,*,*,*,*
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,5,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,*,*,*,*,15,*,*,*,*,*,*,*,*,*
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),15,*,*,*,*,*,*,*,*,*,*,*,*,*,*,630,*,*,10,*,*
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,40,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,High intensity,Other high intensity,750,*,65,*,*,*,*,15,*,*,*,25,*,*,*,500,5,*,90,15,5
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF88,CAMDEN IAPT,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,Low intensity,Guided self help book,590,*,15,*,*,15,*,*,*,5,*,*,15,*,*,325,*,*,10,5,5
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,Low intensity,Other low intensity,160,*,*,*,*,5,*,*,*,5,*,*,10,5,*,240,*,*,15,*,*
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,5,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,*
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),135,*,5,*,*,5,*,*,*,10,*,*,15,*,*,360,*,*,20,5,*
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,35,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,High intensity,Other high intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,*
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAF90,KINGSTON DRUG & ALCOHOL SERVICE,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Guided self help book,65,*,20,*,*,5,*,45,*,*,*,20,*,*,*,40,*,*,25,*,*
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,*,*,5,*,*,*,*,5,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,70,*,*,*,*,10,*,*,*,*,*,*,*,*,*,30,*,*,*
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,600,*,65,*,*,*,10,*,*,*,15,*,*,5,*,*
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Other low intensity,45,*,145,*,*,425,*,1300,*,*,*,235,*,5,10,185,15,160,35,*,15
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,5,*,*,*,*,*,*,*,*,*,*,*
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,*,*,*,*,30,*,*,*,*,*,*,*,*,*
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,10,*,*,*,*,*,*,10,*,*,*,*,*,*
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,85,*,*,*,*,*
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Other high intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,*
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAJ,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Guided self help book,30,15,*,*,*,*,*,5,*,*,*,20,*,*,*,15,*,*,*,*,30
Provider,TAJ,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,275,425,*,95,*,*,*,65,*,*,*,320,*,25,*,565,*,*,35,*,485
Provider,TAJ,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAJ,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAJ,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAJ,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAJ,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAJ,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Low intensity,Other low intensity,35,10,*,10,*,*,*,860,*,*,*,265,*,*,*,240,*,*,*,*,315
Provider,TAJ,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAJ,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAJ,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,TAJ,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Counselling for depression,5,5,*,5,*,*,*,85,*,*,*,945,*,*,*,60,10,*,*,*,350
